"Concept Set ID","Name","Concept ID","Concept Code","Concept Name","Concept Class ID","Domain","Vocabulary"
"0","Diabetes Dx","43531645","609579009","Diabetes mellitus, transient neonatal 1","Disorder","Condition","SNOMED"
"0","Diabetes Dx","43531019","609580007","Diabetes mellitus, transient neonatal 2","Disorder","Condition","SNOMED"
"0","Diabetes Dx","43531020","609581006","Diabetes mellitus, transient neonatal 3","Disorder","Condition","SNOMED"
"0","Diabetes Dx","37174264","721111000124107","Diabetes mellitus type 1 stage 1","Disorder","Condition","SNOMED"
"0","Diabetes Dx","37174265","721121000124104","Diabetes mellitus type 1 stage 2","Disorder","Condition","SNOMED"
"0","Diabetes Dx","37174270","721201000124104","Diabetes mellitus type 1 stage 3","Disorder","Condition","SNOMED"
"0","Diabetes Dx","45757674","31321000119102","Diabetes mellitus type 1 without retinopathy","Disorder","Condition","SNOMED"
"0","Diabetes Dx","45757474","1481000119100","Diabetes mellitus type 2 without retinopathy","Disorder","Condition","SNOMED"
"0","Diabetes Dx","44826459","250.2","Diabetes mellitus with hyperosmolarity","4-dig nonbill code","Condition","ICD9CM"
"0","Diabetes Dx","44793113","385041000000108","Diabetes mellitus with multiple complications","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4008576","111552007","Diabetes mellitus without complication","Disorder","Condition","SNOMED"
"0","Diabetes Dx","44834548","250.0","Diabetes mellitus without mention of complication","4-dig nonbill code","Condition","ICD9CM"
"0","Diabetes Dx","44836914","250.00","Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44836915","250.02","Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44820682","250.01","Diabetes mellitus without mention of complication, type I [juvenile type], not stated as uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44821787","250.03","Diabetes mellitus without mention of complication, type I [juvenile type], uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44836916","250.20","Diabetes with hyperosmolarity, type II or unspecified type, not stated as uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44824073","250.22","Diabetes with hyperosmolarity, type II or unspecified type, uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44832190","250.21","Diabetes with hyperosmolarity, type I [juvenile type], not stated as uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44832191","250.23","Diabetes with hyperosmolarity, type I [juvenile type], uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44828793","250.1","Diabetes with ketoacidosis","4-dig nonbill code","Condition","ICD9CM"
"0","Diabetes Dx","44829878","250.10","Diabetes with ketoacidosis, type II or unspecified type, not stated as uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44824072","250.12","Diabetes with ketoacidosis, type II or unspecified type, uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44824071","250.11","Diabetes with ketoacidosis, type I [juvenile type], not stated as uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44822934","250.13","Diabetes with ketoacidosis, type I [juvenile type], uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44827615","250.6","Diabetes with neurological manifestations","4-dig nonbill code","Condition","ICD9CM"
"0","Diabetes Dx","44828795","250.60","Diabetes with neurological manifestations, type II or unspecified type, not stated as uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44833366","250.62","Diabetes with neurological manifestations, type II or unspecified type, uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44831046","250.61","Diabetes with neurological manifestations, type I [juvenile type], not stated as uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44819501","250.63","Diabetes with neurological manifestations, type I [juvenile type], uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44828794","250.5","Diabetes with ophthalmic manifestations","4-dig nonbill code","Condition","ICD9CM"
"0","Diabetes Dx","44819500","250.50","Diabetes with ophthalmic manifestations, type II or unspecified type, not stated as uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44829879","250.52","Diabetes with ophthalmic manifestations, type II or unspecified type, uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44822936","250.51","Diabetes with ophthalmic manifestations, type I [juvenile type], not stated as uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44820684","250.53","Diabetes with ophthalmic manifestations, type I [juvenile type], uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44836917","250.3","Diabetes with other coma","4-dig nonbill code","Condition","ICD9CM"
"0","Diabetes Dx","44826460","250.30","Diabetes with other coma, type II or unspecified type, not stated as uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44832193","250.32","Diabetes with other coma, type II or unspecified type, uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44832192","250.31","Diabetes with other coma, type I [juvenile type], not stated as uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44820683","250.33","Diabetes with other coma, type I [juvenile type], uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44819503","250.8","Diabetes with other specified manifestations","4-dig nonbill code","Condition","ICD9CM"
"0","Diabetes Dx","44831047","250.80","Diabetes with other specified manifestations, type II or unspecified type, not stated as uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44826461","250.82","Diabetes with other specified manifestations, type II or unspecified type, uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44836918","250.81","Diabetes with other specified manifestations, type I [juvenile type], not stated as uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44833368","250.83","Diabetes with other specified manifestations, type I [juvenile type], uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44829880","250.7","Diabetes with peripheral circulatory disorders","4-dig nonbill code","Condition","ICD9CM"
"0","Diabetes Dx","44827616","250.70","Diabetes with peripheral circulatory disorders, type II or unspecified type, not stated as uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44833367","250.72","Diabetes with peripheral circulatory disorders, type II or unspecified type, uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44825264","250.71","Diabetes with peripheral circulatory disorders, type I [juvenile type], not stated as uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44819502","250.73","Diabetes with peripheral circulatory disorders, type I [juvenile type], uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44824074","250.4","Diabetes with renal manifestations","4-dig nonbill code","Condition","ICD9CM"
"0","Diabetes Dx","44831045","250.40","Diabetes with renal manifestations, type II or unspecified type, not stated as uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44832194","250.42","Diabetes with renal manifestations, type II or unspecified type, uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44822935","250.41","Diabetes with renal manifestations, type I [juvenile type], not stated as uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44834549","250.43","Diabetes with renal manifestations, type I [juvenile type], uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44820685","250.9","Diabetes with unspecified complication","4-dig nonbill code","Condition","ICD9CM"
"0","Diabetes Dx","44827617","250.90","Diabetes with unspecified complication, type II or unspecified type, not stated as uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44829882","250.92","Diabetes with unspecified complication, type II or unspecified type, uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44829881","250.91","Diabetes with unspecified complication, type I [juvenile type], not stated as uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44819504","250.93","Diabetes with unspecified complication, type I [juvenile type], uncontrolled","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44833484","366.41","Diabetic cataract","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44821870","362.07","Diabetic macular edema","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44826573","362.0","Diabetic retinopathy","4-dig nonbill code","Condition","ICD9CM"
"0","Diabetes Dx","43531597","201000119106","Disorder due to well controlled type 2 diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4202383","5368009","Drug-induced diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","1340306","OMOP5165961","Exacerbation of diabetes mellitus","Disorder","Condition","OMOP Extension"
"0","Diabetes Dx","766252","OMOP5181807","Exacerbation of type 1 diabetes mellitus","Disorder","Condition","OMOP Extension"
"0","Diabetes Dx","766253","OMOP5181808","Exacerbation of type 2 diabetes mellitus","Disorder","Condition","OMOP Extension"
"0","Diabetes Dx","4084643","24203005","Extreme insulin resistance with acanthosis nigricans, hirsutism AND abnormal insulin receptors","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4099741","2751001","Fibrocalculous pancreatic diabetes","Disorder","Condition","SNOMED"
"0","Diabetes Dx","37163452","1217068008","Fulminant type 1 diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","37396524","716362006","Gingival disease co-occurrent with diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","46274096","709147009","Gingivitis co-occurrent with diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4048202","123763000","Houssay's syndrome","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4047906","23045005","Insulin dependent diabetes mellitus type 1A","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4102018","28032008","Insulin dependent diabetes mellitus type 1B","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4129524","237651005","Insulin resistance - type A","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4129525","237652003","Insulin resistance - type B","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4130162","237599002","Insulin treated type 2 diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","36717215","722454003","Intellectual disability, craniofacial dysmorphism, hypogonadism, diabetes mellitus syndrome","Disorder","Condition","SNOMED"
"0","Diabetes Dx","1075372","1303868000","Intermediate DEND syndrome","Disorder","Condition","SNOMED"
"0","Diabetes Dx","37162799","1197592001","Intrauterine growth restriction, short stature, early adult-onset diabetes syndrome","Disorder","Condition","SNOMED"
"0","Diabetes Dx","37165632","1255271005","Juvenile-onset diabetes mellitus, central and peripheral neurodegeneration syndrome","Disorder","Condition","SNOMED"
"0","Diabetes Dx","604357","890171006","Ketosis-prone diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","37163431","1217044000","Ketosis-resistant diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4145827","426875007","Latent autoimmune diabetes mellitus in adult","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4006979","111307005","Leprechaunism syndrome","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4131907","127012008","Lipoatrophic diabetes","Disorder","Condition","SNOMED"
"0","Diabetes Dx","44787902","112991000000101","Lipoatrophic diabetes mellitus without complication","Disorder","Condition","SNOMED"
"0","Diabetes Dx","380097","312912001","Macular edema due to diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4327944","75524006","Malnutrition related diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4030061","237600004","Malnutrition-related diabetes mellitus - fibrocalculous","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4096042","190412005","Malnutrition-related diabetes mellitus without complications","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4096671","190410002","Malnutrition-related diabetes mellitus with peripheral circulatory complications","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4096670","190407009","Malnutrition-related diabetes mellitus with renal complications","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4166381","4783006","Maternal diabetes mellitus with hypoglycemia affecting fetus OR newborn","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4129516","237619009","Maternally inherited diabetes and deafness","Disorder","Condition","SNOMED"
"0","Diabetes Dx","44792134","335621000000101","Maternally inherited diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","43531640","609561005","Maturity-onset diabetes of the young","Disorder","Condition","SNOMED"
"0","Diabetes Dx","43531006","609562003","Maturity onset diabetes of the young, type 1","Disorder","Condition","SNOMED"
"0","Diabetes Dx","43531017","609577006","Maturity-onset diabetes of the young, type 10","Disorder","Condition","SNOMED"
"0","Diabetes Dx","43531018","609578001","Maturity-onset diabetes of the young, type 11","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4130164","237604008","Maturity onset diabetes of the young, type 2","Disorder","Condition","SNOMED"
"0","Diabetes Dx","43531012","609570008","Maturity-onset diabetes of the young, type 3","Disorder","Condition","SNOMED"
"0","Diabetes Dx","43531013","609571007","Maturity-onset diabetes of the young, type 4","Disorder","Condition","SNOMED"
"0","Diabetes Dx","43531014","609572000","Maturity-onset diabetes of the young, type 5","Disorder","Condition","SNOMED"
"0","Diabetes Dx","43531643","609573005","Maturity-onset diabetes of the young, type 6","Disorder","Condition","SNOMED"
"0","Diabetes Dx","43531015","609574004","Maturity-onset diabetes of the young, type 7","Disorder","Condition","SNOMED"
"0","Diabetes Dx","43531644","609575003","Maturity-onset diabetes of the young, type 8","Disorder","Condition","SNOMED"
"0","Diabetes Dx","43531016","609576002","Maturity-onset diabetes of the young, type 9","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4034963","237617006","Megaloblastic anemia, thiamine-responsive, with diabetes mellitus and sensorineural deafness","Disorder","Condition","SNOMED"
"0","Diabetes Dx","44834647","362.04","Mild nonproliferative diabetic retinopathy","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","44832299","362.05","Moderate nonproliferative diabetic retinopathy","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","4034961","237611007","Muscular atrophy, ataxia, retinitis pigmentosa, and diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","37204818","783722008","Myopathy and diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","193323","49817004","Neonatal diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4228483","405749004","Newly diagnosed diabetes","Disorder","Condition","SNOMED"
"0","Diabetes Dx","3661732","870528001","Newly diagnosed type 1 diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","44823040","362.03","Nonproliferative diabetic retinopathy NOS","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","376683","390834004","Nonproliferative retinopathy due to diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","36716258","722206009","Pancreatic hypoplasia, diabetes mellitus, congenital heart disease syndrome","Disorder","Condition","SNOMED"
"0","Diabetes Dx","43531641","609565001","Permanent neonatal diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","37110041","724067006","Permanent neonatal diabetes mellitus with cerebellar agenesis syndrome","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4030066","237612000","Photomyoclonus, diabetes mellitus, deafness, nephropathy and cerebral dysfunction","Disorder","Condition","SNOMED"
"0","Diabetes Dx","376112","49455004","Polyneuropathy due to diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","44825349","357.2","Polyneuropathy in diabetes","4-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","3198118","29770001000004105","Poorly controlled diabetes mellitus","Clinical Finding","Condition","Nebraska Lexicon"
"0","Diabetes Dx","3194119","29680001000004109","Poorly controlled type 1 diabetes","Clinical Finding","Condition","Nebraska Lexicon"
"0","Diabetes Dx","3193274","29690001000004108","Poorly controlled type 2 diabetes","Clinical Finding","Condition","Nebraska Lexicon"
"0","Diabetes Dx","3198350","10100001000004109","Poorly controlled type I diabetes with circulatory disorder","Clinical Finding","Condition","Nebraska Lexicon"
"0","Diabetes Dx","3196797","10110001000004106","Poorly controlled type I diabetes with complication","Clinical Finding","Condition","Nebraska Lexicon"
"0","Diabetes Dx","3192955","10130001000004101","Poorly controlled type I diabetes with neuropathy","Clinical Finding","Condition","Nebraska Lexicon"
"0","Diabetes Dx","3192052","10120001000004103","Poorly controlled type I diabetes with renal complication","Clinical Finding","Condition","Nebraska Lexicon"
"0","Diabetes Dx","3192767","10140001000004100","Poorly controlled type II diabetes with circulatory disease","Clinical Finding","Condition","Nebraska Lexicon"
"0","Diabetes Dx","3194082","10150001000004102","Poorly controlled type II diabetes with complications","Clinical Finding","Condition","Nebraska Lexicon"
"0","Diabetes Dx","3191208","10170001000004104","Poorly controlled type II diabetes with neuropathy","Clinical Finding","Condition","Nebraska Lexicon"
"0","Diabetes Dx","3194332","10160001000004105","Poorly controlled type II diabetes with renal complications","Clinical Finding","Condition","Nebraska Lexicon"
"0","Diabetes Dx","40482883","445260006","Posttransplant diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","44793114","385051000000106","Pre-existing diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","45757079","106281000119103","Pre-existing diabetes mellitus in mother complicating childbirth","Disorder","Condition","SNOMED"
"0","Diabetes Dx","43531007","609563008","Pre-existing diabetes mellitus in pregnancy","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4062687","199231005","Pre-existing malnutrition-related diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","606039","1142044000","Pre-existing malnutrition-related diabetes mellitus in pregnancy","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4063042","199229001","Pre-existing type 1 diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","43531008","609564002","Pre-existing type 1 diabetes mellitus in pregnancy","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4063043","199230006","Pre-existing type 2 diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","43531010","609567009","Pre-existing type 2 diabetes mellitus in pregnancy","Disorder","Condition","SNOMED"
"0","Diabetes Dx","43531009","609566000","Pregnancy and type 1 diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4129519","237627000","Pregnancy and type 2 diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","1244603","1290118005","Presymptomatic type 1 diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","37204277","782825008","Primary microcephaly, epilepsy, permanent neonatal diabetes syndrome","Disorder","Condition","SNOMED"
"0","Diabetes Dx","37204232","782755007","Primary microcephaly, mild intellectual disability, young-onset diabetes syndrome","Disorder","Condition","SNOMED"
"0","Diabetes Dx","1340515","OMOP5166170","Progression of diabetes mellitus","Disorder","Condition","OMOP Extension"
"0","Diabetes Dx","44833465","362.02","Proliferative diabetic retinopathy","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","4212631","57886004","Protein-deficient diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4140808","33559001","Rabson-Mendenhall syndrome","Disorder","Condition","SNOMED"
"0","Diabetes Dx","195771","8801005","Secondary diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4034960","237601000","Secondary endocrine diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","44832300","362.06","Severe nonproliferative diabetic retinopathy","5-dig billing code","Condition","ICD9CM"
"0","Diabetes Dx","1340528","OMOP5166183","Slowly progressive insulin dependent diabetes mellitus type 1A","Disorder","Condition","OMOP Extension"
"0","Diabetes Dx","4099334","190447002","Steroid-induced diabetes","Disorder","Condition","SNOMED"
"0","Diabetes Dx","37116379","733072002","Stimmler syndrome","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4129378","237603002","Transient neonatal diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","201254","46635009","Type 1 diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4099215","190372001","Type 1 diabetes mellitus maturity onset","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4099214","190368000","Type 1 diabetes mellitus with ulcer","Disorder","Condition","SNOMED"
"0","Diabetes Dx","201826","44054006","Type 2 diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","45757508","164971000119101","Type 2 diabetes mellitus controlled by diet","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4230254","359642000","Type 2 diabetes mellitus in nonobese","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4304377","81531005","Type 2 diabetes mellitus in obese","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4193704","313436004","Type 2 diabetes mellitus without complication","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4099651","190389009","Type 2 diabetes mellitus with ulcer","Disorder","Condition","SNOMED"
"0","Diabetes Dx","45766051","703137001","Type I diabetes mellitus in remission","Disorder","Condition","SNOMED"
"0","Diabetes Dx","45766052","703138006","Type II diabetes mellitus in remission","Disorder","Condition","SNOMED"
"0","Diabetes Dx","40484649","444074000","Well controlled type 1 diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","40485020","444110003","Well controlled type 2 diabetes mellitus","Disorder","Condition","SNOMED"
"0","Diabetes Dx","37116960","734022008","Wolfram-like syndrome","Disorder","Condition","SNOMED"
"0","Diabetes Dx","4322638","70694009","Wolfram syndrome","Disorder","Condition","SNOMED"
"0","Diabetes Dx","37168689","1285518004","Wolfram syndrome type 1","Disorder","Condition","SNOMED"
"0","Diabetes Dx","37168690","1285519007","Wolfram syndrome type 2","Disorder","Condition","SNOMED"
"0","Diabetes Dx","37311329","816067005","Woodhouse Sakati syndrome","Disorder","Condition","SNOMED"
"1","HbA1c","3004410","4548-4","Hemoglobin A1c/Hemoglobin.total in Blood","Lab Test","Measurement","LOINC"
"1","HbA1c","3007263","17855-8","Hemoglobin A1c/Hemoglobin.total in Blood by calculation","Lab Test","Measurement","LOINC"
"1","HbA1c","3003309","4549-2","Hemoglobin A1c/Hemoglobin.total in Blood by Electrophoresis","Lab Test","Measurement","LOINC"
"1","HbA1c","3005673","17856-6","Hemoglobin A1c/Hemoglobin.total in Blood by HPLC","Lab Test","Measurement","LOINC"
"1","HbA1c","40762352","59261-8","Hemoglobin A1c/Hemoglobin.total in Blood by IFCC protocol","Lab Test","Measurement","LOINC"
"1","HbA1c","40765129","62388-4","Hemoglobin A1c/Hemoglobin.total in Blood by JDS/JSCC protocol","Lab Test","Measurement","LOINC"
"1","HbA1c","42869630","71875-9","Hemoglobin A1c/Hemoglobin.total [Pure mass fraction] in Blood","Lab Test","Measurement","LOINC"
"1","HbA1c","3034639","41995-2","Hemoglobin A1c [Mass/volume] in Blood","Lab Test","Measurement","LOINC"
"2","Fasting Glucose","3031499","35184-1","Fasting glucose [Mass or Moles/volume] in Serum or Plasma","Lab Test","Measurement","LOINC"
"2","Fasting Glucose","3036671","1556-0","Fasting glucose [Mass/volume] in Capillary blood","Lab Test","Measurement","LOINC"
"2","Fasting Glucose","3035250","41604-0","Fasting glucose [Mass/volume] in Capillary blood by Glucometer","Lab Test","Measurement","LOINC"
"2","Fasting Glucose","3037110","1558-6","Fasting glucose [Mass/volume] in Serum or Plasma","Lab Test","Measurement","LOINC"
"2","Fasting Glucose","40766113","63382-6","Fasting glucose [Mass/volume] in Urine","Lab Test","Measurement","LOINC"
"2","Fasting Glucose","3037187","1557-8","Fasting glucose [Mass/volume] in Venous blood","Lab Test","Measurement","LOINC"
"2","Fasting Glucose","46235168","76629-5","Fasting glucose [Moles/volume] in Blood","Lab Test","Measurement","LOINC"
"2","Fasting Glucose","3017703","14770-2","Fasting glucose [Moles/volume] in Capillary blood by Glucometer","Lab Test","Measurement","LOINC"
"2","Fasting Glucose","3018251","14771-0","Fasting glucose [Moles/volume] in Serum or Plasma","Lab Test","Measurement","LOINC"
"2","Fasting Glucose","46236950","77145-1","Fasting glucose [Moles/volume] in Serum, Plasma or Blood","Lab Test","Measurement","LOINC"
"2","Fasting Glucose","3041651","53114-5","Fasting glucose [Moles/volume] in Urine","Lab Test","Measurement","LOINC"
"2","Fasting Glucose","3025791","16913-6","Fasting glucose [Presence] in Urine","Lab Test","Measurement","LOINC"
"2","Fasting Glucose","3002574","6764-5","Fasting glucose [Presence] in Urine by Test strip","Lab Test","Measurement","LOINC"
"2","Fasting Glucose","3025211","10450-5","Glucose [Mass/volume] in Serum or Plasma --10 hours fasting","Lab Test","Measurement","LOINC"
"2","Fasting Glucose","3002009","1554-5","Glucose [Mass/volume] in Serum or Plasma --12 hours fasting","Lab Test","Measurement","LOINC"
"2","Fasting Glucose","3021232","1493-6","Glucose [Mass/volume] in Serum or Plasma --1.5 hours post 0.05-0.15 U insulin/kg IV 12 hours fasting","Lab Test","Measurement","LOINC"
